,SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
992,1268330,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,PAINT RELATED MATERIALS,YES,0.0,UNKNOWN AMOUNT
993,1268333,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,COAL,UNKNOWN,0.0,UNKNOWN AMOUNT
994,1268335,NCC,000000-00-0,,10.0,GALLON(S),SEWAGE,YES,10.0,GALLON(S)
995,1268337,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
996,1268338,GAS,000000-00-0,,30.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
997,1268339,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
998,1268340,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
999,1268341,OHY,000000-00-0,,50.0,GALLON(S),HYDRAULIC OIL,NO,,
1000,1268342,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1001,1268343,ODS,000000-00-0,,3.0,GALLON(S),OIL: DIESEL,YES,3.0,GALLON(S)
1002,1268347,NCC,000000-00-0,,16.0,GALLON(S),SEWAGE,YES,16.0,GALLON(S)
1003,1268350,ODS,000000-00-0,,4.0,GALLON(S),OIL: DIESEL,NO,,
1004,1268354,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1005,1268356,ODS,000000-00-0,,1.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1006,1268357,OLB,000000-00-0,,1.0,CUP(S),"OIL, MISC: LUBRICATING",YES,1.0,CUP(S)
1007,1268358,OOD,000000-00-0,,49.0,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
1008,1268359,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL,YES,1.0,QUART(S)
1009,1268361,ONG,000000-00-0,,1000000.0,CUBIC FEET,NATURAL GAS,NO,,
1010,1268362,ODS,000000-00-0,,4.0,GALLON(S),OIL: DIESEL,NO,,
1011,1268365,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1012,1268366,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1013,1268366,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,OTHER OIL,NO,,
1014,1268368,PRP,000000-00-0,,0.0,UNKNOWN AMOUNT,PROPANE,YES,0.0,UNKNOWN AMOUNT
1015,1268369,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1016,1268372,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1017,1268373,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1018,1268376,AAC,000064-19-7,,0.0,UNKNOWN AMOUNT,ACETIC ACID,NO,,
1019,1268376,DEA,000000-00-0,,0.0,UNKNOWN AMOUNT,DIETHANOLAMINE,NO,,
1020,1268376,MAL,000000-00-0,,0.0,UNKNOWN AMOUNT,METHYL ALCOHOL,NO,,
1021,1268376,SHD,001310-73-2,,0.0,UNKNOWN AMOUNT,SODIUM HYDROXIDE,NO,,
1022,1268377,OOD,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",YES,0.0,UNKNOWN AMOUNT
1023,1268381,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1024,1268383,OTH,000000-00-0,,1.0,GALLON(S),CLEANING SOLVENT,YES,1.0,GALLON(S)
1025,1268384,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1026,1268385,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1027,1268386,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0.0,UNKNOWN AMOUNT
1028,1268387,AMA,007664-41-7,,1360.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1029,1268388,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1030,1268389,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1031,1268390,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,ASPHALT ROAD EMULSION SEAL,NO,,
1032,1268391,ODS,000000-00-0,,80.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1033,1268392,ODS,000000-00-0,,300.0,GALLON(S),OIL: DIESEL,UNKNOWN,0.0,UNKNOWN AMOUNT
1034,1268394,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1035,1268399,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
1036,1268402,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1037,1268403,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1038,1268405,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1039,1268406,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1040,1268407,ODS,000000-00-0,,150.0,GALLON(S),OIL: DIESEL,NO,,
1041,1268410,EOX,000075-21-8,,10.0,POUND(S),ETHYLENE OXIDE,NO,,
1042,1268410,ETL,000000-00-0,,500.0,POUND(S),ETHYLENE,NO,,
1043,1268412,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1044,1268413,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1045,1268414,OIL,000000-00-0,,0.005,GALLON(S),OIL: CRUDE,YES,0.005,GALLON(S)
1046,1268417,OHY,000000-00-0,,12.0,OUNCE(S),HYDRAULIC OIL,YES,12.0,OUNCE(S)
1047,1268418,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1048,1268419,ETL,000000-00-0,,0.0,UNKNOWN AMOUNT,ETHYLENE,NO,,
1049,1268420,ODS,000000-00-0,,20.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1050,1268421,OTF,000000-00-0,,6.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,6.0,GALLON(S)
1051,1268422,OOD,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",NO,,
1052,1268424,OOD,000000-00-0,,100.0,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
1053,1268425,OIL,000000-00-0,,5.0,BARREL(S),OIL: CRUDE,YES,5.0,BARREL(S)
1054,1268426,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1055,1268428,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
1056,1268429,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
1057,1268433,OVG,000000-00-0,,1.0,GALLON(S),"OIL, EDIBLE: VEGETABLE",YES,1.0,GALLON(S)
1058,1268434,BNZ,000071-43-2,,0.0,UNKNOWN AMOUNT,BENZENE,NO,,
1059,1268434,MTH,000000-00-0,,0.0,UNKNOWN AMOUNT,METHANE,NO,,
1060,1268434,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDROGEN,NO,,
1061,1268435,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1062,1268436,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1063,1268437,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1064,1268439,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1065,1268446,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1066,1268447,SFD,000000-00-0,,500.0,POUND(S),SULFUR DIOXIDE,NO,,
1067,1268451,OHY,000000-00-0,,100.0,GALLON(S),HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
1068,1268452,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1069,1268453,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1070,1268455,BNZ,000071-43-2,,14.9,POUND(S),BENZENE,NO,,
1071,1268459,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1072,1268461,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1073,1268462,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,"NO CHRIS CODE (BURNING WIRES, CHEMICALS, TRASH AND OTHER PRODUCTS)",NO,,
1074,1268463,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1075,1268464,AAC,000064-19-7,,47830.0,POUND(S),ACETIC ACID,NO,,
1076,1268464,DEA,000000-00-0,,4270.0,POUND(S),DIETHANOLAMINE,NO,,
1077,1268464,SHD,001310-73-2,,4900.0,POUND(S),SODIUM HYDROXIDE,NO,,
1078,1268466,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0.0,UNKNOWN AMOUNT
1079,1268466,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
1080,1268467,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1081,1268469,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1082,1268471,OTF,000000-00-0,,100.0,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
1083,1268472,ODS,000000-00-0,,2.5,BARREL(S),OIL: DIESEL,NO,,
1084,1268473,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
1085,1268476,OTF,000000-00-0,,30.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,25.0,GALLON(S)
1086,1268477,OTF,000000-00-0,,25.0,GALLON(S),"OIL, MISC: TRANSFORMER",YES,5.0,GALLON(S)
1087,1268480,OLB,000000-00-0,,100.0,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1088,1268482,SFD,000000-00-0,,0.0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
1089,1268483,ODS,000000-00-0,,110.0,GALLON(S),OIL: DIESEL,YES,50.0,GALLON(S)
1090,1268484,OTF,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: TRANSFORMER",YES,0.0,UNKNOWN AMOUNT
1091,1268484,PCB,000000-00-0,,0.0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0.0,UNKNOWN AMOUNT
1092,1268485,OIL,000000-00-0,,0.2798,GALLON(S),CRUDE OIL/ WATER MIXTURE,YES,0.2798,GALLON(S)
1093,1268486,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1094,1268487,ODS,000000-00-0,,4.0,GALLON(S),OIL: DIESEL,NO,,
1095,1268489,ODS,000000-00-0,,5.0,GALLON(S),OIL: DIESEL,NO,,
1096,1268490,BDI,000000-00-0,,0.0,UNKNOWN AMOUNT,BUTADIENE,NO,,
1097,1268490,BNZ,000071-43-2,,0.0,UNKNOWN AMOUNT,BENZENE,NO,,
1098,1268491,ONG,000000-00-0,,1560.0,MMCF,NATURAL GAS,NO,,
1099,1268494,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1100,1268495,NCC,000000-00-0,,0.5,GALLON(S),PAINT,YES,0.5,GALLON(S)
1101,1268495,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1102,1268498,DZB,000000-00-0,,10.0,BARREL(S),DRILLING BRINE (WITH ZINC SALTS),YES,1.0,BARREL(S)
1103,1268498,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,IRON SULFIDE (RESIDUAL),YES,0.0,UNKNOWN AMOUNT
1104,1268499,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
1105,1268500,OTH,000000-00-0,,0.00034,BARREL(S),OILY WATER MIXTURE,YES,0.00034,BARREL(S)
1106,1268501,OTF,000000-00-0,,400.0,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
1107,1268503,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1108,1268505,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1109,1268507,OVG,000000-00-0,,2.0,LITER(S),"OIL, EDIBLE: VEGETABLE",YES,2.0,LITER(S)
1110,1268508,ONG,000000-00-0,,11.9,MCF,NATURAL GAS,NO,,
1111,1268511,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1112,1268513,GAS,000000-00-0,,70.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1113,1268514,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,SEWAGE,YES,0.0,UNKNOWN AMOUNT
1114,1268516,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1115,1268517,OMN,000000-00-0,,15.0,GALLON(S),"OIL, MISC: MINERAL (NON PCB)",YES,2.0,GALLON(S)
1116,1268518,ODS,000000-00-0,,1.0,PINT(S),OIL: DIESEL,YES,1.0,PINT(S)
1117,1268521,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
1118,1268522,GAS,000000-00-0,,0.25,CUP(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.25,CUP(S)
1119,1268523,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1120,1268524,OHY,000000-00-0,,1.5,LITER(S),"HYDRAULIC OIL, ROYAL PURPLE MARINE",YES,1.5,LITER(S)
1121,1268525,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1122,1268526,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1123,1268529,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1124,1268530,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1125,1268530,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
1126,1268531,DCH,000000-00-0,,0.0,UNKNOWN AMOUNT,"1,1-DICHLOROETHANE",NO,,
1127,1268532,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1128,1268533,OHY,000000-00-0,,55.0,GALLON(S),HYDRAULIC OIL,NO,,
1129,1268534,VCM,000075-01-4,,1.0,POUND(S),VINYL CHLORIDE MONOMER,NO,,
1130,1268536,ODS,000000-00-0,,15.0,GALLON(S),OIL: DIESEL,YES,4.0,GALLON(S)
1131,1268538,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1132,1268539,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1133,1268540,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,TRANSMIX,YES,0.0,UNKNOWN AMOUNT
1134,1268541,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1135,1268542,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1136,1268543,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1137,1268545,OHY,000000-00-0,,20.0,GALLON(S),HYDRAULIC OIL,NO,,
1138,1268546,SHP,000000-00-0,,0.0,UNKNOWN AMOUNT,CLOROX BLEACH,NO,,
1139,1268547,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1140,1268548,ODS,000000-00-0,,894.0,GALLON(S),OIL: DIESEL,NO,,
1141,1268549,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1142,1268550,ODS,000000-00-0,,100.0,GALLON(S),OIL: DIESEL,UNKNOWN,0.0,UNKNOWN AMOUNT
1143,1268551,HCL,007647-01-0,,0.0,UNKNOWN AMOUNT,HYDROCHLORIC ACID,NO,,
1144,1268551,NCC,000000-00-0,,500.0,GALLON(S),PRODUCED WASTE WATER,NO,,
1145,1268552,ODS,000000-00-0,,15.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1146,1268554,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
1147,1268556,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
1148,1268557,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,WATER SOLUBLE OIL,YES,0.0,UNKNOWN AMOUNT
1149,1268558,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1150,1268560,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1151,1268561,OLB,000000-00-0,,1.0,QUART(S),"OIL, MISC: LUBRICATING",YES,1.0,QUART(S)
1152,1268563,OLB,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0.0,UNKNOWN AMOUNT
1153,1268564,ODS,000000-00-0,,75.0,GALLON(S),OIL: DIESEL,NO,,
1154,1268565,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1155,1268565,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
1156,1268566,OMN,000000-00-0,,20.0,GALLON(S),"OIL, MISC: MINERAL",YES,20.0,GALLON(S)
1157,1268567,LPG,000000-00-0,,0.0,UNKNOWN AMOUNT,LIQUEFIED PETROLEUM GAS,NO,,
1158,1268568,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
1159,1268568,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1160,1268569,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1161,1268570,ODS,000000-00-0,,1500.0,GALLON(S),OIL: DIESEL,NO,,
1162,1268571,STY,000100-42-5,,0.0,UNKNOWN AMOUNT,STYRENE,NO,,
1163,1268573,OHY,000000-00-0,,3.0,TABLESPOON(S),HYDRAULIC OIL,YES,3.0,TABLESPOON(S)
1164,1268576,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1165,1268577,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,TAR LIKE SUBSTANCE,NO,,
1166,1268578,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1167,1268583,OTD,000000-00-0,,200.0,GALLON(S),"OIL, FUEL: NO. 2-D",UNKNOWN,0.0,UNKNOWN AMOUNT
1168,1268584,ODS,000000-00-0,,2.0,GALLON(S),OIL: DIESEL,NO,,
1169,1268585,ONG,000000-00-0,,11.9,MIL CBF,NATURAL GAS,NO,,
1170,1268586,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1171,1268589,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1172,1268590,OIL,000000-00-0,,0.4663,GALLON(S),WATER AND CRUDE OIL,YES,0.4663,GALLON(S)
1173,1268591,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
1174,1268596,OTD,000000-00-0,,100.0,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
1175,1268598,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1176,1268601,ETL,000000-00-0,,0.0,UNKNOWN AMOUNT,ETHYLENE,NO,,
1177,1268602,RAM,000000-00-0,,0.0,UNKNOWN AMOUNT,RADIOACTIVE MATERIAL,UNKNOWN,0.0,UNKNOWN AMOUNT
1178,1268603,ODS,000000-00-0,,2.5,BARREL(S),OIL: DIESEL,NO,,
1179,1268604,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1180,1268604,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1181,1268604,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,TACK OIL,NO,,
1182,1268605,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1183,1268606,OTW,000000-00-0,,700.0,GALLON(S),"OIL, FUEL: NO. 2",YES,500.0,GALLON(S)
1184,1268607,OIL,000000-00-0,,5.0,OUNCE(S),OIL: CRUDE,YES,5.0,OUNCE(S)
1185,1268608,OHY,000000-00-0,,2.0,GALLON(S),HYDRAULIC OIL (PANOLIN HLP SYNTHETIC 100),YES,2.0,GALLON(S)
1186,1268609,ODS,000000-00-0,,60.0,GALLON(S),OIL: DIESEL,NO,,
1187,1268611,AMA,007664-41-7,,76.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1188,1268612,OIL,000000-00-0,,6031.0,BARREL(S),OIL: CRUDE,NO,,
1189,1268613,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1190,1268613,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1191,1268614,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1192,1268614,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
1193,1268615,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1194,1268618,LPG,000000-00-0,,0.0,UNKNOWN AMOUNT,LIQUEFIED PETROLEUM GAS,NO,,
1195,1268619,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1196,1268620,OTD,000000-00-0,,1500.0,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
1197,1268621,ODS,000000-00-0,,2800.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1198,1268622,ODS,000000-00-0,,2.5,BARREL(S),OIL: DIESEL,NO,,
1199,1268623,OHY,000000-00-0,,3.0,TABLESPOON(S),HYDRAULIC OIL,YES,3.0,TABLESPOON(S)
1200,1268624,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1201,1268625,OUN,000000-00-0,,1.0,CUP(S),UNKNOWN OIL,YES,1.0,CUP(S)
1202,1268626,SHC,007681-52-9,,100.0,GALLON(S),12% BLEACH,NO,,
1203,1268627,OIL,000000-00-0,,15.0,BARREL(S),OIL: CRUDE,YES,10.0,GALLON(S)
1204,1268628,OMT,000000-00-0,,1.0,TEASPOON(S),"OIL, MISC: MOTOR",YES,1.0,TEASPOON(S)
1205,1268629,OHY,000000-00-0,,1.0,PINT(S),HYDRAULIC OIL,YES,1.0,PINT(S)
1206,1268630,NCC,000000-00-0,,5.0,POUND(S),PORTLAND CEMENT BASED MATERIAL,YES,5.0,POUND(S)
1207,1268631,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,RESIDUAL CRUDE OIL MIXED WITH WATER,YES,0.0,UNKNOWN AMOUNT
1208,1268632,SXX,000000-00-0,,0.0,UNKNOWN AMOUNT,SULFUR,NO,,
1209,1268635,CMO,000000-00-0,,9265.89,POUND(S),CARBON MONOXIDE,NO,,
1210,1268635,NCC,000000-00-0,,4641.36,POUND(S),NO CHRIS CODE - OXIDES OF NITROGEN,NO,,
1211,1268637,ODS,000000-00-0,,20.0,GALLON(S),OIL: DIESEL,YES,10.0,GALLON(S)
1212,1268640,JPE,000000-00-0,,77.0,GALLON(S),JET FUEL: JP-8,NO,,
1213,1268641,ODS,000000-00-0,,80.0,GALLON(S),OIL: DIESEL,NO,,
1214,1268644,SHD,001310-73-2,,0.0,UNKNOWN AMOUNT,DILUTE SODIUM HYDROXIDE,YES,0.0,UNKNOWN AMOUNT
1215,1268645,OHY,000000-00-0,,1.5,LITER(S),HYDRAULIC OIL,YES,1.5,LITER(S)
1216,1268646,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1217,1268647,BNZ,000071-43-2,,0.0,UNKNOWN AMOUNT,BENZENE,NO,,
1218,1268650,ONG,000000-00-0,,225.0,MCF,NATURAL GAS,NO,,
1219,1268651,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1220,1268653,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1221,1268654,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
